pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
164,Noctowl,2,Normal,Owl Pokémon,2,Normal,Flying,1.6,40.8,3,Insomnia,Keen Eye,Tinted Lens,100,50,50,86,96,70,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
165,Ledyba,2,Normal,Five Star Pokémon,2,Bug,Flying,1.0,10.8,3,Swarm,Early Bird,Rattled,40,20,30,40,80,55,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
166,Ledian,2,Normal,Five Star Pokémon,2,Bug,Flying,1.4,35.6,3,Swarm,Early Bird,Iron Fist,55,35,50,55,110,85,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
167,Spinarak,2,Normal,String Spit Pokémon,2,Bug,Poison,0.5,8.5,3,Swarm,Insomnia,Sniper,40,60,40,40,40,30,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
168,Ariados,2,Normal,Long Leg Pokémon,2,Bug,Poison,1.1,33.5,3,Swarm,Insomnia,Sniper,70,90,70,60,70,40,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
169,Crobat,2,Normal,Bat Pokémon,2,Poison,Flying,1.8,75.0,2,Inner Focus,Does not have,Infiltrator,85,90,80,70,80,130,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
170,Chinchou,2,Normal,Angler Pokémon,2,Water,Electric,0.5,12.0,3,Volt Absorb,Illuminate,Water Absorb,75,38,38,56,56,67,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
171,Lanturn,2,Normal,Light Pokémon,2,Water,Electric,1.2,22.5,3,Volt Absorb,Illuminate,Water Absorb,125,58,58,76,76,67,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
172,Pichu,2,Normal,Tiny Mouse Pokémon,1,Electric,Does not have,0.3,2.0,2,Static,Does not have,Lightning Rod,20,40,15,35,35,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
173,Cleffa,2,Normal,Star Shape Pokémon,1,Fairy,Does not have,0.3,3.0,3,Cute Charm,Magic Guard,Friend Guard,50,25,28,45,55,15,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
174,Igglybuff,2,Normal,Balloon Pokémon,2,Normal,Fairy,0.3,1.0,3,Cute Charm,Competitive,Friend Guard,90,30,15,40,20,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
175,Togepi,2,Normal,Spike Ball Pokémon,1,Fairy,Does not have,0.3,1.5,3,Hustle,Serene Grace,Super Luck,35,20,65,40,65,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
176,Togetic,2,Normal,Happiness Pokémon,2,Fairy,Flying,0.6,3.2,3,Hustle,Serene Grace,Super Luck,55,40,85,80,105,40,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
177,Natu,2,Normal,Tiny Bird Pokémon,2,Psychic,Flying,0.2,2.0,3,Synchronize,Early Bird,Magic Bounce,40,50,45,70,45,70,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
178,Xatu,2,Normal,Mystic Pokémon,2,Psychic,Flying,1.5,15.0,3,Synchronize,Early Bird,Magic Bounce,65,75,70,95,70,95,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
179,Mareep,2,Normal,Wool Pokémon,1,Electric,Does not have,0.6,7.8,2,Static,Does not have,Plus,55,40,40,65,45,35,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
180,Flaaffy,2,Normal,Wool Pokémon,1,Electric,Does not have,0.8,13.3,2,Static,Does not have,Plus,70,55,55,80,60,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
181,Ampharos,2,Normal,Light Pokémon,1,Electric,Does not have,1.4,61.5,2,Static,Does not have,Plus,90,75,85,115,90,55,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
182,Bellossom,2,Normal,Flower Pokémon,1,Grass,Does not have,0.4,5.8,2,Chlorophyll,Does not have,Healer,75,80,95,90,100,50,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
183,Marill,2,Normal,Aqua Mouse Pokémon,2,Water,Fairy,0.4,8.5,3,Thick Fat,Huge Power,Sap Sipper,70,20,50,20,50,40,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
184,Azumarill,2,Normal,Aqua Rabbit Pokémon,2,Water,Fairy,0.8,28.5,3,Thick Fat,Huge Power,Sap Sipper,100,50,80,60,80,50,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
185,Sudowoodo,2,Normal,Imitation Pokémon,1,Rock,Does not have,1.2,38.0,3,Sturdy,Rock Head,Rattled,70,100,115,30,65,30,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
186,Politoed,2,Normal,Frog Pokémon,1,Water,Does not have,1.1,33.9,3,Water Absorb,Damp,Drizzle,90,75,75,90,100,70,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
187,Hoppip,2,Normal,Cottonweed Pokémon,2,Grass,Flying,0.4,0.5,3,Chlorophyll,Leaf Guard,Infiltrator,35,35,40,35,55,50,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
188,Skiploom,2,Normal,Cottonweed Pokémon,2,Grass,Flying,0.6,1.0,3,Chlorophyll,Leaf Guard,Infiltrator,55,45,50,45,65,80,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
189,Jumpluff,2,Normal,Cottonweed Pokémon,2,Grass,Flying,0.8,3.0,3,Chlorophyll,Leaf Guard,Infiltrator,75,55,70,55,95,110,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
190,Aipom,2,Normal,Long Tail Pokémon,1,Normal,Does not have,0.8,11.5,3,Run Away,Pickup,Skill Link,55,70,55,40,55,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
191,Sunkern,2,Normal,Seed Pokémon,1,Grass,Does not have,0.3,1.8,3,Chlorophyll,Solar Power,Early Bird,30,30,30,30,30,30,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
192,Sunflora,2,Normal,Sun Pokémon,1,Grass,Does not have,0.8,8.5,3,Chlorophyll,Solar Power,Early Bird,75,75,55,105,85,30,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
193,Yanma,2,Normal,Clear Wing Pokémon,2,Bug,Flying,1.2,38.0,3,Speed Boost,Compound Eyes,Frisk,65,65,45,75,45,95,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
194,Wooper,2,Normal,Water Fish Pokémon,2,Water,Ground,0.4,8.5,3,Damp,Water Absorb,Unaware,55,45,45,25,25,15,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
195,Quagsire,2,Normal,Water Fish Pokémon,2,Water,Ground,1.4,75.0,3,Damp,Water Absorb,Unaware,95,85,85,65,65,35,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
196,Espeon,2,Normal,Sun Pokémon,1,Psychic,Does not have,0.9,26.5,2,Synchronize,Does not have,Magic Bounce,65,65,60,130,95,110,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
197,Umbreon,2,Normal,Moonlight Pokémon,1,Dark,Does not have,1.0,27.0,2,Synchronize,Does not have,Inner Focus,95,65,110,60,130,65,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
198,Murkrow,2,Normal,Darkness Pokémon,2,Dark,Flying,0.5,2.1,3,Insomnia,Super Luck,Prankster,60,85,42,85,42,91,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
199,Slowking,2,Normal,Royal Pokémon,2,Water,Psychic,2.0,79.5,3,Oblivious,Own Tempo,Regenerator,95,75,80,100,110,30,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
199,Galarian Slowking,8,Normal,Hexpert Pokémon,2,Poison,Psychic,1.8,79.5,3,Curious Medicine,Own Tempo,Regenerator,95,65,80,110,110,30,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
200,Misdreavus,2,Normal,Screech Pokémon,1,Ghost,Does not have,0.7,1.0,1,Levitate,Does not have,Does not have,60,60,60,85,85,85,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
201,Unown,2,Normal,Symbol Pokémon,1,Psychic,Does not have,0.5,5.0,1,Levitate,Does not have,Does not have,48,72,48,72,48,48,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
202,Wobbuffet,2,Normal,Patient Pokémon,1,Psychic,Does not have,1.3,28.5,2,Shadow Tag,Does not have,Telepathy,190,33,58,33,58,33,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
203,Girafarig,2,Normal,Long Neck Pokémon,2,Normal,Psychic,1.5,41.5,3,Inner Focus,Early Bird,Sap Sipper,70,80,65,90,65,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
204,Pineco,2,Normal,Bagworm Pokémon,1,Bug,Does not have,0.6,7.2,2,Sturdy,Does not have,Overcoat,50,65,90,35,35,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
205,Forretress,2,Normal,Bagworm Pokémon,2,Bug,Steel,1.2,125.8,2,Sturdy,Does not have,Overcoat,75,90,140,60,60,40,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
206,Dunsparce,2,Normal,Land Snake Pokémon,1,Normal,Does not have,1.5,14.0,3,Serene Grace,Run Away,Rattled,100,70,70,65,65,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
207,Gligar,2,Normal,FlyScorpion Pokémon,2,Ground,Flying,1.1,64.8,3,Hyper Cutter,Sand Veil,Immunity,65,75,105,35,65,85,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
208,Steelix,2,Normal,Iron Snake Pokémon,2,Steel,Ground,9.2,400.0,3,Rock Head,Sturdy,Sheer Force,75,85,200,55,65,30,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
209,Snubbull,2,Normal,Fairy Pokémon,1,Fairy,Does not have,0.6,7.8,3,Intimidate,Run Away,Rattled,60,80,50,40,40,30,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
210,Granbull,2,Normal,Fairy Pokémon,1,Fairy,Does not have,1.4,48.7,3,Intimidate,Quick Feet,Rattled,90,120,75,60,60,45,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
211,Qwilfish,2,Normal,Balloon Pokémon,2,Water,Poison,0.5,3.9,3,Poison Point,Swift Swim,Intimidate,65,95,85,55,55,85,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
212,Scizor,2,Normal,Pincer Pokémon,2,Bug,Steel,1.8,118.0,3,Swarm,Technician,Light Metal,70,130,100,55,80,65,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
213,Shuckle,2,Normal,Mold Pokémon,2,Bug,Rock,0.6,20.5,3,Sturdy,Gluttony,Contrary,20,10,230,10,230,5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
214,Heracross,2,Normal,Single Horn Pokémon,2,Bug,Fighting,1.5,54.0,3,Swarm,Guts,Moxie,80,125,75,40,95,85,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
215,Sneasel,2,Normal,Sharp Claw Pokémon,2,Dark,Ice,0.9,28.0,3,Inner Focus,Keen Eye,Pickpocket,55,95,55,35,75,115,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
216,Teddiursa,2,Normal,Little Bear Pokémon,1,Normal,Does not have,0.6,8.8,3,Pickup,Quick Feet,Honey Gather,60,80,50,50,50,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
217,Ursaring,2,Normal,Hibernator Pokémon,1,Normal,Does not have,1.8,125.8,3,Guts,Quick Feet,Unnerve,90,130,75,75,75,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
218,Slugma,2,Normal,Lava Pokémon,1,Fire,Does not have,0.7,35.0,3,Magma Armor,Flame Body,Weak Armor,40,40,40,70,40,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
219,Magcargo,2,Normal,Lava Pokémon,2,Fire,Rock,0.8,55.0,3,Magma Armor,Flame Body,Weak Armor,60,50,120,90,80,30,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
220,Swinub,2,Normal,Pig Pokémon,2,Ice,Ground,0.4,6.5,3,Oblivious,Snow Cloak,Thick Fat,50,50,40,30,30,50,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
221,Piloswine,2,Normal,Swine Pokémon,2,Ice,Ground,1.1,55.8,3,Oblivious,Snow Cloak,Thick Fat,100,100,80,60,60,50,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
222,Corsola,2,Normal,Coral Pokémon,2,Water,Rock,0.6,5.0,3,Hustle,Natural Cure,Regenerator,65,55,95,65,95,35,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
222,Galarian Corsola,2,Normal,Coral Pokémon,1,Ghost,Does not have,0.6,0.5,2,Weak Armor,Does not have,Cursed Body,60,55,100,65,100,30,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
223,Remoraid,2,Normal,Jet Pokémon,1,Water,Does not have,0.6,12.0,3,Hustle,Sniper,Moody,35,65,35,65,35,65,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
224,Octillery,2,Normal,Jet Pokémon,1,Water,Does not have,0.9,28.5,3,Suction Cups,Sniper,Moody,75,105,75,105,75,45,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
225,Delibird,2,Normal,Delivery Pokémon,2,Ice,Flying,0.9,16.0,3,Vital Spirit,Hustle,Insomnia,45,55,45,65,45,75,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
226,Mantine,2,Normal,Kite Pokémon,2,Water,Flying,2.1,220.0,3,Swift Swim,Water Absorb,Water Veil,85,40,70,80,140,70,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
227,Skarmory,2,Normal,Armor Bird Pokémon,2,Steel,Flying,1.7,50.5,3,Keen Eye,Sturdy,Weak Armor,65,80,140,40,70,70,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
228,Houndour,2,Normal,Dark Pokémon,2,Dark,Fire,0.6,10.8,3,Early Bird,Flash Fire,Unnerve,45,60,30,80,50,65,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
229,Houndoom,2,Normal,Dark Pokémon,2,Dark,Fire,1.4,35.0,3,Early Bird,Flash Fire,Unnerve,75,90,50,110,80,95,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
230,Kingdra,2,Normal,Dragon Pokémon,2,Water,Dragon,1.8,152.0,3,Swift Swim,Sniper,Damp,75,95,95,95,95,85,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
231,Phanpy,2,Normal,Long Nose Pokémon,1,Ground,Does not have,0.5,33.5,2,Pickup,Does not have,Sand Veil,90,60,60,40,40,40,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
232,Donphan,2,Normal,Armor Pokémon,1,Ground,Does not have,1.1,120.0,2,Sturdy,Does not have,Sand Veil,90,120,120,60,60,50,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
233,Porygon2,2,Normal,Virtual Pokémon,1,Normal,Does not have,0.6,32.5,3,Trace,Download,Analytic,85,80,90,105,95,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
234,Stantler,2,Normal,Big Horn Pokémon,1,Normal,Does not have,1.4,71.2,3,Intimidate,Frisk,Sap Sipper,73,95,62,85,65,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
235,Smeargle,2,Normal,Painter Pokémon,1,Normal,Does not have,1.2,58.0,3,Own Tempo,Technician,Moody,55,20,35,20,45,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
236,Tyrogue,2,Normal,Scuffle Pokémon,1,Fighting,Does not have,0.7,21.0,3,Guts,Steadfast,Vital Spirit,35,35,35,35,35,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
237,Hitmontop,2,Normal,Handstand Pokémon,1,Fighting,Does not have,1.4,48.0,3,Intimidate,Technician,Steadfast,50,95,95,35,110,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
238,Smoochum,2,Normal,Kiss Pokémon,2,Ice,Psychic,0.4,6.0,3,Oblivious,Forewarn,Hydration,45,30,15,85,65,65,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
239,Elekid,2,Normal,Electric Pokémon,1,Electric,Does not have,0.6,23.5,2,Static,Does not have,Vital Spirit,45,63,37,65,55,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
240,Magby,2,Normal,Live Coal Pokémon,1,Fire,Does not have,0.7,21.4,2,Flame Body,Does not have,Vital Spirit,45,75,37,70,55,83,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
241,Miltank,2,Normal,Milk Cow Pokémon,1,Normal,Does not have,1.2,75.5,3,Thick Fat,Scrappy,Sap Sipper,95,80,105,40,70,100,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
242,Blissey,2,Normal,Happiness Pokémon,1,Normal,Does not have,1.5,46.8,3,Natural Cure,Serene Grace,Healer,255,10,10,75,135,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
246,Larvitar,2,Normal,Rock Skin Pokémon,2,Rock,Ground,0.6,72.0,2,Guts,Does not have,Sand Veil,50,64,50,45,50,41,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
247,Pupitar,2,Normal,Hard Shell Pokémon,2,Rock,Ground,1.2,152.0,1,Shed Skin,Does not have,Does not have,70,84,70,65,70,51,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
248,Tyranitar,2,Normal,Armor Pokémon,2,Rock,Dark,2.0,202.0,2,Sand Stream,Does not have,Unnerve,100,134,110,95,100,61,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
252,Treecko,3,Normal,Wood Gecko Pokémon,1,Grass,Does not have,0.5,5.0,2,Overgrow,Does not have,Unburden,40,45,35,65,55,70,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
253,Grovyle,3,Normal,Wood Gecko Pokémon,1,Grass,Does not have,0.9,21.6,2,Overgrow,Does not have,Unburden,50,65,45,85,65,95,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
254,Sceptile,3,Normal,Forest Pokémon,1,Grass,Does not have,1.7,52.2,2,Overgrow,Does not have,Unburden,70,85,65,105,85,120,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
255,Torchic,3,Normal,Chick Pokémon,1,Fire,Does not have,0.4,2.5,2,Blaze,Does not have,Speed Boost,45,60,40,70,50,45,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
256,Combusken,3,Normal,Young Fowl Pokémon,2,Fire,Fighting,0.9,19.5,2,Blaze,Does not have,Speed Boost,60,85,60,85,60,55,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
257,Blaziken,3,Normal,Blaze Pokémon,2,Fire,Fighting,1.9,52.0,2,Blaze,Does not have,Speed Boost,80,120,70,110,70,80,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
258,Mudkip,3,Normal,Mud Fish Pokémon,1,Water,Does not have,0.4,7.6,2,Torrent,Does not have,Damp,50,70,50,50,50,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
259,Marshtomp,3,Normal,Mud Fish Pokémon,2,Water,Ground,0.7,28.0,2,Torrent,Does not have,Damp,70,85,70,60,70,50,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
260,Swampert,3,Normal,Mud Fish Pokémon,2,Water,Ground,1.5,81.9,2,Torrent,Does not have,Damp,100,110,90,85,90,60,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
261,Poochyena,3,Normal,Bite Pokémon,1,Dark,Does not have,0.5,13.6,3,Run Away,Quick Feet,Rattled,35,55,35,30,30,35,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
